id,SASS_01_RAW,SASS_02_RAW,SASS_03_RAW,SASS_04_RAW,SASS_05_RAW,SASS_06_RAW,SASS_07_RAW,SASS_08_RAW,SASS_09_RAW,SASS_10_RAW,SASS_11_RAW,SASS_12_RAW,SASS_13_RAW,SASS_14_RAW,SASS_15_RAW,SASS_16_RAW,SASS_17_RAW,SASS_18_RAW,SASS_19_RAW,SASS_20_RAW,SASS_21_RAW,SASS_22_RAW,SASS_01_DIR,SASS_02_DIR,SASS_03_DIR,SASS_04_DIR,SASS_05_DIR,SASS_06_DIR,SASS_07_DIR,SASS_08_DIR,SASS_09_DIR,SASS_10_DIR,SASS_11_DIR,SASS_12_DIR,SASS_13_DIR,SASS_14_DIR,SASS_15_DIR,SASS_16_DIR,SASS_17_DIR,SASS_18_DIR,SASS_19_DIR,SASS_20_DIR,SASS_21_DIR,SASS_22_DIR,SASS_RAW_NA,SASS_DIR_NA,SASS_DIRt
991589559,Si,Medianamente,NA,Poco de gozo,Medianamente,Insatisfactoria,Frecuentemente,Justo,Pocas personas?,Moderadamente?,Justa,Gran valor,A menudo,Siempre,Moderadamente,Moderadamente,Mucho,A veces,A veces,Moderadamente,A veces,No mucho,NA,2,NA,1,2,0,2,1,1,2,1,3,2,3,2,2,3,2,2,2,2,1,1,1,36
991613582,Si,Mucho,NA,Mucho gozo,Poco,Justa,Frecuentemente,Muy bueno,Pocas personas?,Pasivamente?,Justa,Poco valor,Raramente,Siempre,Levemente,Moderadamente,Moderadamente,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,3,NA,3,1,1,2,3,1,0,1,1,1,3,1,2,2,2,2,2,2,2,1,1,35
991717406,No,NA,Medianamente,Poco de gozo,Mucho,Buena,Raramente,Justo,Pocas personas?,Moderadamente?,Buena,Gran valor,A menudo,Siempre,Levemente,Mucho,Moderadamente,Siempre,Siempre,Moderadamente,Nunca,Moderadamente,NA,NA,2,1,3,2,1,1,1,2,2,3,2,3,1,3,2,0,0,2,3,2,1,1,36
991803002,Si,Mucho,NA,Algo de gozo,Mucho,Insatisfactoria,Frecuentemente,Muy bueno,Pocas personas?,Pasivamente?,Buena,Algún valor,A menudo,Siempre,Levemente,Mucho,Moderadamente,A menudo,Nunca,Moderadamente,A veces,Muchísimo,NA,3,NA,2,3,0,2,3,1,0,2,2,2,3,1,3,2,1,3,2,2,3,1,1,40
992187944,No,NA,Mucho,Algo de gozo,Mucho,Buena,Frecuentemente,Muy bueno,Algunas personas?,Moderadamente?,Muy buena,Gran valor,Raramente,Siempre,Levemente,Mucho,Mucho,Nunca,Nunca,No mucho,A veces,Muchísimo,NA,NA,3,2,3,2,2,3,2,2,3,3,1,3,1,3,3,3,3,1,2,3,1,1,48
992196864,No,NA,Medianamente,Algo de gozo,Mucho,Buena,Frecuentemente,Muy bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Levemente,Mucho,Mucho,A veces,A veces,Mucho,Nunca,Moderadamente,NA,NA,2,2,3,2,2,3,3,3,3,3,3,3,1,3,3,2,2,3,3,2,1,1,51
992225039,Si,Mucho,NA,Mucho gozo,Mucho,Justa,Frecuentemente,Bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,Raramente,Raramente,Levemente,Moderadamente,Mucho,Nunca,A veces,Mucho,A veces,Muchísimo,NA,3,NA,3,3,1,2,2,2,2,2,3,1,1,1,2,3,3,2,3,2,3,1,1,44
992241439,Si,Mucho,NA,Mucho gozo,Medianamente,Muy buena,Muy frecuente,Muy bueno,Muchas personas?,Moderadamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Mucho,A veces,A veces,Moderadamente,A veces,No mucho,NA,3,NA,3,2,3,3,3,3,2,3,3,2,2,2,2,3,2,2,2,2,1,1,1,48
992299063,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Muy frecuente,Muy bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Moderadamente,A veces,Nunca,No mucho,A veces,Muchísimo,NA,3,NA,3,2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,1,2,3,1,1,49
992392476,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Frecuentemente,Muy bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Completamente,Moderadamente,Mucho,Nunca,Nunca,No mucho,Nunca,Muchísimo,NA,3,NA,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3,1,1,54
992400304,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Frecuentemente,Muy bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Para nada,Mucho,Mucho,A menudo,Nunca,Para nada,Nunca,Muchísimo,NA,3,NA,3,3,2,2,3,2,2,3,3,3,3,0,3,3,1,3,0,3,3,1,1,48
992401047,Si,Mucho,NA,Mucho gozo,Poco,Insatisfactoria,Frecuentemente,Muy bueno,Muchas personas?,Activamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Moderadamente,A veces,Nunca,Mucho,Nunca,Moderadamente,NA,3,NA,3,1,0,2,3,3,2,2,3,2,2,2,2,2,2,3,3,3,2,1,1,45
992403256,No,NA,Mucho,Algo de gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Muchas personas?,Activamente?,Buena,Algún valor,Muy a menudo,La mayor parte del tiempo,Moderadamente,Mucho,Mucho,Nunca,A veces,Mucho,Nunca,Muchísimo,NA,NA,3,2,3,3,3,3,3,2,2,2,3,2,2,3,3,3,2,3,3,3,1,1,53
992500419,Si,Poco,NA,Algo de gozo,Poco,Justa,Frecuentemente,Justo,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Para nada,Mucho,Mucho,A veces,A veces,Moderadamente,Siempre,No mucho,NA,1,NA,2,1,1,2,1,2,2,2,3,2,2,0,3,3,2,2,2,0,1,1,1,34
992847965,Si,Poco,NA,Poco de gozo,Poco,Insatisfactoria,Frecuentemente,Justo,Pocas personas?,Activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Mucho,Mucho,A veces,Nunca,No mucho,A veces,Moderadamente,NA,1,NA,1,1,0,2,1,1,2,3,3,2,2,2,3,3,2,3,1,2,2,1,1,37
993092332,Si,Medianamente,NA,Mucho gozo,Mucho,Muy buena,Muy frecuente,Bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Completamente,Mucho,Mucho,A veces,Nunca,Moderadamente,A veces,Muchísimo,NA,2,NA,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,2,2,3,1,1,55
993096569,No,NA,Medianamente,Poco de gozo,Mucho,Justa,Raramente,Justo,Algunas personas?,Moderadamente?,Buena,Algún valor,A menudo,La mayor parte del tiempo,Moderadamente,No mucho,Moderadamente,A menudo,A veces,Moderadamente,A menudo,No mucho,NA,NA,2,1,3,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,33
993192605,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Frecuentemente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,Siempre,Para nada,Mucho,Mucho,A veces,Nunca,No mucho,Nunca,Muchísimo,NA,3,NA,3,3,2,2,3,2,2,2,3,2,3,0,3,3,2,3,1,3,3,1,1,48
993253171,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Frecuentemente,Bueno,Algunas personas?,Pasivamente?,Buena,Algún valor,A menudo,La mayor parte del tiempo,Moderadamente,No mucho,Moderadamente,Nunca,Nunca,Moderadamente,Nunca,Moderadamente,NA,3,NA,3,3,2,2,2,2,0,2,2,2,2,2,1,2,3,3,2,3,2,1,1,43
993348065,Si,Mucho,NA,Mucho gozo,Poco,Justa,Muy frecuente,Muy bueno,Pocas personas?,Moderadamente?,Buena,Algún valor,A menudo,Siempre,Para nada,No mucho,Mucho,Nunca,Nunca,No mucho,A veces,Moderadamente,NA,3,NA,3,1,1,3,3,1,2,2,2,2,3,0,1,3,3,3,1,2,2,1,1,41
993395218,Si,Medianamente,NA,Algo de gozo,Medianamente,Justa,Frecuentemente,Bueno,Algunas personas?,Moderadamente?,Buena,Algún valor,A menudo,La mayor parte del tiempo,Para nada,Mucho,Mucho,A veces,A veces,No mucho,A veces,No mucho,NA,2,NA,2,2,1,2,2,2,2,2,2,2,2,0,3,3,2,2,1,2,1,1,1,37
993418649,No,NA,Nada,Nada de gozo,Poco,Insatisfactoria,Raramente,Insatisfactorio,Pocas personas?,Moderadamente?,Buena,Gran valor,A menudo,Siempre,Para nada,No mucho,Mucho,A menudo,Siempre,Mucho,A veces,Para nada,NA,NA,0,0,1,0,1,0,1,2,2,3,2,3,0,1,3,1,0,3,2,0,1,1,25
993424376,No,NA,Mucho,Mucho gozo,Poco,Buena,Raramente,Muy bueno,Pocas personas?,Moderadamente?,Muy buena,Gran valor,A menudo,Siempre,Moderadamente,Moderadamente,Moderadamente,Siempre,A menudo,Mucho,A veces,No mucho,NA,NA,3,3,1,2,1,3,1,2,3,3,2,3,2,2,2,0,1,3,2,1,1,1,40
993456343,No,NA,Poco,Nada de gozo,Mucho,Justa,Frecuentemente,Bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Mucho,Mucho,A menudo,Siempre,Moderadamente,A veces,Muchísimo,NA,NA,1,0,3,1,2,2,3,2,3,3,2,2,2,3,3,1,0,2,2,3,1,1,40
994081964,Si,Medianamente,NA,Algo de gozo,Poco,Insatisfactoria,Muy frecuente,Justo,Pocas personas?,Activamente?,Buena,Gran valor,Raramente,Siempre,Para nada,Mucho,Mucho,Siempre,A veces,Moderadamente,A veces,No mucho,NA,2,NA,2,1,0,3,1,1,2,2,3,1,3,0,3,3,0,2,2,2,1,1,1,34
994668378,No,NA,Medianamente,Algo de gozo,Mucho,Justa,Frecuentemente,Justo,Algunas personas?,Activamente?,Buena,Algún valor,Raramente,La mayor parte del tiempo,Levemente,Moderadamente,Moderadamente,A veces,A veces,No mucho,A veces,Moderadamente,NA,NA,2,2,3,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,36
994737019,No,NA,Medianamente,Poco de gozo,Medianamente,Justa,Frecuentemente,Bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Levemente,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,NA,2,1,2,1,2,2,2,2,2,3,2,2,1,2,1,2,2,2,2,2,1,1,37
994998546,No,NA,Medianamente,Algo de gozo,Medianamente,Buena,Muy frecuente,Bueno,Pocas personas?,Moderadamente?,Justa,Algún valor,A menudo,La mayor parte del tiempo,Para nada,Moderadamente,Moderadamente,A menudo,A veces,Moderadamente,A veces,Moderadamente,NA,NA,2,2,2,2,3,2,1,2,1,2,2,2,0,2,2,1,2,2,2,2,1,1,36
995029977,No,NA,Medianamente,Nada de gozo,Mucho,Muy buena,Frecuentemente,Muy bueno,Pocas personas?,Pasivamente?,Buena,Gran valor,Muy a menudo,Siempre,Para nada,Moderadamente,Moderadamente,A menudo,Nunca,Moderadamente,Nunca,Moderadamente,NA,NA,2,0,3,3,2,3,1,0,2,3,3,3,0,2,2,1,3,2,3,2,1,1,40
995073977,Si,Mucho,NA,Mucho gozo,Mucho,Muy buena,Frecuentemente,Bueno,Pocas personas?,Moderadamente?,Buena,Algún valor,A menudo,La mayor parte del tiempo,Completamente,Mucho,Levemente,A veces,A veces,Mucho,A veces,Muchísimo,NA,3,NA,3,3,3,2,2,1,2,2,2,2,2,3,3,1,2,2,3,2,3,1,1,46
995190027,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Muy frecuente,Bueno,Pocas personas?,Moderadamente?,Buena,Algún valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Levemente,Nunca,Nunca,Moderadamente,A veces,Moderadamente,NA,3,NA,3,2,2,3,2,1,2,2,2,2,2,1,2,1,3,3,2,2,2,1,1,42
995534736,No,NA,Mucho,Algo de gozo,Mucho,Buena,Raramente,Justo,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,Siempre,Levemente,Mucho,Mucho,A menudo,A veces,Mucho,A veces,No mucho,NA,NA,3,2,3,2,1,1,2,2,2,3,2,3,1,3,3,1,2,3,2,1,1,1,42
995556628,Si,Mucho,NA,Mucho gozo,Mucho,Muy buena,Frecuentemente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,Siempre,Levemente,Moderadamente,Moderadamente,A veces,A veces,Moderadamente,A veces,Muchísimo,NA,3,NA,3,3,3,2,3,2,2,2,3,2,3,1,2,2,2,2,2,2,3,1,1,47
996092646,No,NA,Medianamente,Algo de gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,A menudo,Siempre,Completamente,No mucho,Levemente,Nunca,Nunca,No mucho,Nunca,Muchísimo,NA,NA,2,2,3,3,3,3,3,2,3,3,2,3,3,1,1,3,3,1,3,3,1,1,50
996369540,No,NA,Medianamente,Algo de gozo,Medianamente,Buena,Frecuentemente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Moderadamente,A veces,A veces,Moderadamente,A veces,No mucho,NA,NA,2,2,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,1,40
996426677,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Muy frecuente,Muy bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Mucho,Mucho,A veces,A veces,Mucho,A veces,Moderadamente,NA,3,NA,3,3,2,3,3,3,3,3,3,2,2,1,3,3,2,2,3,2,2,1,1,51
996737561,Si,Mucho,NA,Mucho gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Mucho,Moderadamente,Nunca,A veces,Mucho,Nunca,Muchísimo,NA,3,NA,3,3,3,3,3,2,2,2,3,2,2,1,3,2,3,2,3,3,3,1,1,51
997070802,No,NA,Mucho,Poco de gozo,Medianamente,Buena,Muy frecuente,Bueno,Muchas personas?,Activamente?,Buena,Gran valor,Muy a menudo,Siempre,Levemente,Mucho,Moderadamente,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,NA,3,1,2,2,3,2,3,2,2,3,3,3,1,3,2,2,2,2,2,2,1,1,45
997121749,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Muy frecuente,Muy bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Mucho,Mucho,A menudo,A veces,Mucho,A menudo,Moderadamente,NA,3,NA,3,3,2,3,3,2,2,3,3,2,2,2,3,3,1,2,3,1,2,1,1,48
997364441,Si,Mucho,NA,Algo de gozo,Mucho,Buena,Raramente,Bueno,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,Siempre,Para nada,Mucho,Mucho,A veces,A veces,Mucho,Nunca,Moderadamente,NA,3,NA,2,3,2,1,2,2,2,2,3,2,3,0,3,3,2,2,3,3,2,1,1,45
997412540,No,NA,Medianamente,Algo de gozo,Medianamente,Muy buena,Muy frecuente,Muy bueno,Muchas personas?,Activamente?,Buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Moderadamente,Mucho,Mucho,Nunca,Nunca,No mucho,Nunca,Moderadamente,NA,NA,2,2,2,3,3,3,3,2,2,3,3,2,2,3,3,3,3,1,3,2,1,1,50
997421325,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Muy frecuente,Bueno,Muchas personas?,Moderadamente?,Buena,Algún valor,A menudo,La mayor parte del tiempo,Levemente,No mucho,Mucho,A veces,A veces,No mucho,A veces,Moderadamente,NA,3,NA,3,3,2,3,2,3,2,2,2,2,2,1,1,3,2,2,1,2,2,1,1,43
997451724,Si,Poco,NA,Poco de gozo,Medianamente,Buena,Frecuentemente,Muy bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Mucho,Mucho,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,1,NA,1,2,2,2,3,3,2,3,3,2,2,2,3,3,2,2,2,2,2,1,1,44
997498873,Si,Medianamente,NA,Algo de gozo,Mucho,Buena,Frecuentemente,Bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Moderadamente,Mucho,Moderadamente,A veces,Nunca,Moderadamente,A veces,Moderadamente,NA,2,NA,2,3,2,2,2,3,3,3,3,3,3,2,3,2,2,3,2,2,2,1,1,49
997737916,Si,Medianamente,NA,Algo de gozo,Medianamente,Insatisfactoria,Muy frecuente,Bueno,Pocas personas?,Activamente?,Muy buena,Gran valor,A menudo,Siempre,Moderadamente,Mucho,Mucho,Nunca,A veces,Moderadamente,A menudo,No mucho,NA,2,NA,2,2,0,3,2,1,2,3,3,2,3,2,3,3,3,2,2,1,1,1,1,42
997759035,Si,Medianamente,NA,Algo de gozo,Medianamente,Justa,Raramente,Bueno,Algunas personas?,Moderadamente?,Buena,Algún valor,A menudo,La mayor parte del tiempo,Moderadamente,Mucho,Moderadamente,A veces,A veces,Moderadamente,A veces,Muchísimo,NA,2,NA,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,1,1,40
997hakkpga,No,NA,Mucho,Algo de gozo,Poco,Buena,Frecuentemente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Moderadamente,A veces,Nunca,No mucho,Nunca,Moderadamente,NA,NA,3,2,1,2,2,3,2,2,2,3,2,2,2,2,2,2,3,1,3,2,1,1,43
998143054,Si,Mucho,NA,Mucho gozo,Mucho,Muy buena,Frecuentemente,Bueno,Pocas personas?,Moderadamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Para nada,No mucho,Moderadamente,Nunca,Nunca,Moderadamente,A veces,Moderadamente,NA,3,NA,3,3,3,2,2,1,2,2,3,2,2,0,1,2,3,3,2,2,2,1,1,43
998229820,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Muy frecuente,Muy bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Moderadamente,Moderadamente,Mucho,A veces,Nunca,Moderadamente,Nunca,Muchísimo,NA,3,NA,3,2,2,3,3,2,2,3,3,3,3,2,2,3,2,3,2,3,3,1,1,52
998368437,Si,Medianamente,NA,Algo de gozo,Medianamente,Buena,Frecuentemente,Muy bueno,Muchas personas?,Activamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Para nada,Mucho,Mucho,Nunca,Nunca,Moderadamente,A veces,Muchísimo,NA,2,NA,2,2,2,2,3,3,2,2,3,2,2,0,3,3,3,3,2,2,3,1,1,46
998376022,Si,Medianamente,NA,Algo de gozo,Mucho,Buena,Muy frecuente,Muy bueno,Pocas personas?,Moderadamente?,Muy buena,Gran valor,Raramente,Siempre,Levemente,Moderadamente,Mucho,A veces,Nunca,Moderadamente,Nunca,Muchísimo,NA,2,NA,2,3,2,3,3,1,2,3,3,1,3,1,2,3,2,3,2,3,3,1,1,47
998414304,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Frecuentemente,Bueno,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Levemente,A veces,Nunca,Moderadamente,Nunca,Muchísimo,NA,3,NA,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2,3,2,3,3,1,1,45
998461790,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Muy frecuente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Algún valor,A menudo,Siempre,Moderadamente,Moderadamente,Mucho,A veces,Nunca,Moderadamente,Nunca,Moderadamente,NA,3,NA,3,2,2,3,3,2,2,2,2,2,3,2,2,3,2,3,2,3,2,1,1,48
998779470,Si,Poco,NA,Poco de gozo,Medianamente,Insatisfactoria,Frecuentemente,Bueno,Pocas personas?,Moderadamente?,Buena,Algún valor,Raramente,La mayor parte del tiempo,Moderadamente,Mucho,Mucho,A menudo,A veces,Moderadamente,A menudo,Moderadamente,NA,1,NA,1,2,0,2,2,1,2,2,2,1,2,2,3,3,1,2,2,1,2,1,1,34
998854316,Si,Medianamente,NA,Algo de gozo,Medianamente,Buena,Frecuentemente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,Siempre,Para nada,Moderadamente,Levemente,A veces,Nunca,Mucho,A veces,Moderadamente,NA,2,NA,2,2,2,2,3,2,2,2,3,2,3,0,2,1,2,3,3,2,2,1,1,42
998858545,No,NA,Mucho,Mucho gozo,Medianamente,Buena,Muy frecuente,Bueno,Algunas personas?,Moderadamente?,Buena,Algún valor,A menudo,La mayor parte del tiempo,Moderadamente,No mucho,Moderadamente,A menudo,A veces,Mucho,Nunca,Muchísimo,NA,NA,3,3,2,2,3,2,2,2,2,2,2,2,2,1,2,1,2,3,3,3,1,1,44
998875012,Si,Mucho,NA,Mucho gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,Siempre,Moderadamente,No mucho,Mucho,Nunca,Nunca,No mucho,Nunca,Moderadamente,NA,3,NA,3,3,3,3,3,2,2,2,3,2,3,2,1,3,3,3,1,3,2,1,1,50
999093093,Si,Poco,NA,Poco de gozo,Medianamente,Buena,Muy frecuente,Bueno,Algunas personas?,Activamente?,Buena,Gran valor,Muy a menudo,Siempre,Para nada,Moderadamente,Mucho,Siempre,Nunca,Moderadamente,Nunca,Moderadamente,NA,1,NA,1,2,2,3,2,2,2,2,3,3,3,0,2,3,0,3,2,3,2,1,1,41
999188335,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Frecuentemente,Bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,A menudo,Siempre,Levemente,Mucho,Mucho,A veces,Nunca,Moderadamente,A veces,Muchísimo,NA,3,NA,3,3,2,2,2,3,2,3,3,2,3,1,3,3,2,3,2,2,3,1,1,50
999361778,Si,Poco,NA,Poco de gozo,Medianamente,Buena,Frecuentemente,Bueno,Algunas personas?,Activamente?,Buena,Algún valor,Raramente,La mayor parte del tiempo,Levemente,Moderadamente,Mucho,A veces,A menudo,Moderadamente,Siempre,No mucho,NA,1,NA,1,2,2,2,2,2,2,2,2,1,2,1,2,3,2,1,2,0,1,1,1,33
999407649,No,NA,Medianamente,Algo de gozo,Mucho,Buena,Frecuentemente,Muy bueno,Algunas personas?,Muy activamente?,Buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Moderadamente,A veces,A veces,No mucho,A veces,Muchísimo,NA,NA,2,2,3,2,2,3,2,3,2,3,3,2,2,2,2,2,2,1,2,3,1,1,45
999540975,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Muy frecuente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Algún valor,A menudo,Siempre,Para nada,Moderadamente,Mucho,A veces,Nunca,No mucho,Nunca,Muchísimo,NA,3,NA,3,2,2,3,3,2,2,2,2,2,3,0,2,3,2,3,1,3,3,1,1,46
999732875,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Muy frecuente,Muy bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Moderadamente,Mucho,Moderadamente,A veces,Nunca,Moderadamente,Nunca,Muchísimo,NA,3,NA,3,3,2,3,3,3,2,3,3,3,2,2,3,2,2,3,2,3,3,1,1,53
999919100,Si,Mucho,NA,Mucho gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,A menudo,Siempre,Moderadamente,Moderadamente,Mucho,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,3,NA,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,2,2,2,2,1,1,52
999920027,No,NA,Medianamente,Algo de gozo,Poco,Justa,Muy frecuente,Muy bueno,Algunas personas?,Pasivamente?,Buena,Gran valor,A menudo,Raramente,Levemente,Moderadamente,Moderadamente,Siempre,Nunca,Mucho,Nunca,Moderadamente,NA,NA,2,2,1,1,3,3,2,0,2,3,2,1,1,2,2,0,3,3,3,2,1,1,38
9aux5878qw,Si,Mucho,NA,Algo de gozo,Mucho,Muy buena,Frecuentemente,Bueno,Pocas personas?,Activamente?,Buena,Gran valor,Raramente,La mayor parte del tiempo,Para nada,Mucho,Mucho,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,3,NA,2,3,3,2,2,1,2,2,3,1,2,0,3,3,2,2,2,2,2,1,1,42
9e42sk7uwx,Si,Medianamente,NA,Algo de gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Levemente,Moderadamente,Mucho,Nunca,Nunca,Moderadamente,Nunca,Muchísimo,NA,2,NA,2,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,2,3,3,1,1,54
9fazm15vce,Si,Mucho,NA,Algo de gozo,Medianamente,Buena,Frecuentemente,Bueno,Muchas personas?,Moderadamente?,Muy buena,Gran valor,A menudo,Raramente,Moderadamente,Moderadamente,Moderadamente,A veces,Nunca,No mucho,Nunca,Moderadamente,NA,3,NA,2,2,2,2,2,3,2,3,3,2,1,2,2,2,2,3,1,3,2,1,1,44
9fzejerrgn,No,NA,Mucho,Algo de gozo,Mucho,Muy buena,Muy frecuente,Bueno,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Mucho,A veces,Nunca,Moderadamente,A menudo,Muchísimo,NA,NA,3,2,3,3,3,2,2,2,2,3,2,2,1,2,3,2,3,2,1,3,1,1,46
9jn6juf41p,Si,Mucho,NA,Algo de gozo,Poco,Justa,Muy frecuente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,Siempre,Levemente,Mucho,Mucho,A veces,A veces,No mucho,Siempre,Moderadamente,NA,3,NA,2,1,1,3,3,2,2,2,3,2,3,1,3,3,2,2,1,0,2,1,1,41
9m58os2md1,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Muy frecuente,Muy bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,A menudo,Raramente,Levemente,Moderadamente,Mucho,A veces,Nunca,No mucho,Nunca,Muchísimo,NA,3,NA,3,3,2,3,3,3,2,3,3,2,1,1,2,3,2,3,1,3,3,1,1,49
9nwcoby1v9,No,NA,Mucho,Mucho gozo,Poco,Justa,Raramente,Justo,Muchas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Moderadamente,No mucho,Moderadamente,A veces,Siempre,No mucho,A menudo,Moderadamente,NA,NA,3,3,1,1,1,1,3,3,3,3,3,3,2,1,2,2,0,1,1,2,1,1,39
9oc1ekzpb4,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Muy frecuente,Muy bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Para nada,Moderadamente,Moderadamente,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,3,NA,3,2,2,3,3,2,2,3,3,2,2,0,2,2,2,2,2,2,2,1,1,44
9t1plqtqau,Si,Medianamente,NA,Algo de gozo,Mucho,Justa,Frecuentemente,Bueno,Muchas personas?,Activamente?,Buena,Gran valor,A menudo,Siempre,Completamente,Mucho,Mucho,A veces,A veces,Moderadamente,A menudo,Moderadamente,NA,2,NA,2,3,1,2,2,3,2,2,3,2,3,3,3,3,2,2,2,1,2,1,1,45
