id,PSS_01_RAW,PSS_02_RAW,PSS_03_RAW,PSS_04_RAW,PSS_05_RAW,PSS_06_RAW,PSS_07_RAW,PSS_08_RAW,PSS_09_RAW,PSS_10_RAW,PSS_11_RAW,PSS_12_RAW,PSS_13_RAW,PSS_14_RAW,PSS_01_DIR,PSS_02_DIR,PSS_03_DIR,PSS_04_DIR,PSS_05_DIR,PSS_06_DIR,PSS_07_DIR,PSS_08_DIR,PSS_09_DIR,PSS_10_DIR,PSS_11_DIR,PSS_12_DIR,PSS_13_DIR,PSS_14_DIR,PSS_RAW_NA,PSS_DIR_NA,PSS_DIRt
998143054,Nunca,Casi nunca,Nunca,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,A menudo,Casi nunca,De vez en cuando,De vez en cuando,Nunca,0,1,0,0,0,0,1,4,0,1,1,2,2,0,0,0,12
998229820,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Casi nunca,De vez en cuando,A menudo,De vez en cuando,2,2,2,1,1,1,2,2,1,2,1,2,1,2,0,0,22
998368437,De vez en cuando,De vez en cuando,A menudo,A menudo,Muy a menudo,A menudo,A menudo,Casi nunca,De vez en cuando,Casi nunca,Casi nunca,A menudo,Casi nunca,Casi nunca,2,2,3,1,0,1,1,1,2,3,1,3,3,1,0,0,24
998376022,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,Casi nunca,A menudo,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,Nunca,2,1,2,2,3,2,2,1,1,2,1,2,2,0,0,0,23
998414304,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,A menudo,Casi nunca,De vez en cuando,A menudo,Muy a menudo,Casi nunca,4,2,3,2,1,1,1,2,1,3,2,3,0,1,0,0,26
998461790,De vez en cuando,Nunca,Casi nunca,A menudo,A menudo,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,De vez en cuando,A menudo,Casi nunca,2,0,1,1,1,1,1,1,1,1,1,2,1,1,0,0,15
998779470,De vez en cuando,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Casi nunca,2,3,4,2,2,2,3,2,2,2,3,2,2,1,0,0,32
998854316,Casi nunca,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,Casi nunca,De vez en cuando,1,2,2,1,1,1,2,2,2,2,2,3,3,2,0,0,26
998875012,Casi nunca,Nunca,Casi nunca,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Casi nunca,Muy a menudo,A menudo,Casi nunca,Casi nunca,Muy a menudo,Casi nunca,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,7
999093093,A menudo,A menudo,Muy a menudo,Casi nunca,De vez en cuando,Casi nunca,De vez en cuando,Muy a menudo,Casi nunca,Casi nunca,A menudo,De vez en cuando,A menudo,Muy a menudo,3,3,4,3,2,3,2,4,3,3,3,2,1,4,0,0,40
999188335,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,Casi nunca,3,2,2,1,1,2,2,2,1,2,2,3,1,1,0,0,25
999361778,Casi nunca,Casi nunca,De vez en cuando,Casi nunca,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,A menudo,1,1,2,3,3,2,2,2,2,2,3,3,1,3,0,0,30
999407649,Nunca,Nunca,Nunca,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,De vez en cuando,Muy a menudo,Nunca,De vez en cuando,A menudo,Nunca,Nunca,0,0,0,0,0,0,0,2,0,4,2,3,4,0,0,0,15
999540975,Nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,A menudo,Casi nunca,A menudo,De vez en cuando,A menudo,Casi nunca,De vez en cuando,Nunca,0,2,3,1,1,1,1,1,1,2,3,1,2,0,0,0,19
999732875,Casi nunca,Casi nunca,Casi nunca,A menudo,Muy a menudo,A menudo,A menudo,Muy a menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Casi nunca,1,1,1,1,0,1,1,4,1,1,3,3,1,1,0,0,20
999919100,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,A menudo,A menudo,A menudo,De vez en cuando,2,2,3,2,1,2,1,3,2,1,3,3,1,2,0,0,28
999920027,Casi nunca,A menudo,A menudo,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,A menudo,A menudo,De vez en cuando,Casi nunca,A menudo,De vez en cuando,A menudo,1,3,3,2,2,3,3,3,1,2,1,3,2,3,0,0,32
9aux5878qw,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,Casi nunca,Nunca,A menudo,Muy a menudo,Casi nunca,2,2,2,1,2,2,3,2,2,3,0,3,0,1,0,0,25
9e42sk7uwx,De vez en cuando,Nunca,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Nunca,A menudo,De vez en cuando,Nunca,A menudo,Muy a menudo,Nunca,2,0,3,0,0,0,0,0,1,2,0,3,0,0,0,0,11
9fazm15vce,De vez en cuando,Nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,Casi nunca,Casi nunca,Nunca,Casi nunca,Casi nunca,A menudo,Casi nunca,2,0,2,1,1,1,1,1,3,4,1,1,1,1,0,0,20
9fzejerrgn,A menudo,A menudo,Muy a menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,Casi nunca,De vez en cuando,A menudo,De vez en cuando,A menudo,3,3,4,1,1,2,1,3,2,3,2,3,2,3,0,0,33
9jn6juf41p,De vez en cuando,Casi nunca,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,Casi nunca,A menudo,De vez en cuando,Casi nunca,Muy a menudo,A menudo,A menudo,2,1,3,1,1,2,2,1,1,2,1,4,1,3,0,0,25
9m58os2md1,A menudo,Muy a menudo,De vez en cuando,A menudo,Muy a menudo,Muy a menudo,A menudo,De vez en cuando,Muy a menudo,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,Casi nunca,3,4,2,1,0,0,1,2,0,2,1,2,2,1,0,0,21
9nwcoby1v9,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,Casi nunca,De vez en cuando,De vez en cuando,Muy a menudo,A menudo,Muy a menudo,3,3,3,2,2,1,2,3,3,2,2,4,1,4,0,0,35
9oc1ekzpb4,Casi nunca,Casi nunca,Casi nunca,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,Casi nunca,De vez en cuando,A menudo,Casi nunca,1,1,1,1,1,1,1,2,1,2,1,2,1,1,0,0,17
9t1plqtqau,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,2,2,3,2,2,2,2,2,2,2,3,3,2,2,0,0,31
9trmee5xbp,De vez en cuando,Casi nunca,A menudo,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Casi nunca,Muy a menudo,De vez en cuando,Casi nunca,A menudo,A menudo,Casi nunca,2,1,3,1,0,0,0,1,0,2,1,3,1,1,0,0,16
9veptk9vgf,De vez en cuando,Casi nunca,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Nunca,De vez en cuando,A menudo,Casi nunca,Casi nunca,2,1,3,1,2,2,1,2,2,4,2,3,3,1,0,0,29
a3hyn2c33g,Muy a menudo,A menudo,Muy a menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,4,3,4,2,1,1,2,2,1,2,4,3,0,4,0,0,33
a7gqlr06rl,A menudo,A menudo,Muy a menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Muy a menudo,3,3,4,1,2,2,2,3,1,2,2,3,2,4,0,0,34
alb7auth21,Muy a menudo,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,A menudo,De vez en cuando,Nunca,A menudo,A menudo,De vez en cuando,De vez en cuando,4,3,4,2,2,2,3,3,2,4,3,3,2,2,0,0,39
amm7bj9jry,A menudo,A menudo,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,3,3,4,2,1,2,2,3,1,1,4,4,1,3,0,0,34
any34zornc,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,Muy a menudo,Muy a menudo,A menudo,A menudo,4,4,4,1,1,1,3,3,1,3,4,4,1,3,0,0,37
aomxurnjy4,A menudo,A menudo,Muy a menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,3,3,4,1,1,1,1,3,1,2,2,3,2,2,0,0,29
aoufqyh9re,Muy a menudo,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,Casi nunca,Muy a menudo,Muy a menudo,A menudo,Casi nunca,4,3,4,2,2,2,2,3,1,3,4,4,1,1,0,0,36
arh0u2f1wl,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,Muy a menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,2,2,2,1,1,1,0,2,1,1,2,3,1,2,0,0,21
aux5emxvcs,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,Casi nunca,A menudo,Nunca,2,2,2,2,2,2,1,2,1,1,2,1,1,0,0,0,21
aw2zmg3nud,A menudo,Casi nunca,Muy a menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,Casi nunca,Casi nunca,Muy a menudo,A menudo,Casi nunca,3,1,4,1,1,2,2,3,1,3,1,4,1,1,0,0,28
awlgk55auv,A menudo,De vez en cuando,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Nunca,De vez en cuando,A menudo,A menudo,De vez en cuando,3,2,4,2,2,2,2,3,2,4,2,3,1,2,0,0,34
awq3csm79d,De vez en cuando,Casi nunca,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,Muy a menudo,A menudo,Casi nunca,A menudo,De vez en cuando,Casi nunca,2,1,3,1,1,1,1,3,0,1,1,3,2,1,0,0,21
azn2c07hqo,De vez en cuando,Nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,Casi nunca,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Nunca,2,0,2,1,1,1,1,1,1,2,3,2,2,0,0,0,19
b0cr4kujz4,De vez en cuando,Casi nunca,Muy a menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,Muy a menudo,De vez en cuando,De vez en cuando,2,1,4,1,1,1,2,3,1,2,2,4,2,2,0,0,28
b47uht5yx2,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Casi nunca,A menudo,Muy a menudo,De vez en cuando,A menudo,2,2,2,2,2,2,2,3,2,3,3,4,2,3,0,0,34
b5aucdrp3d,A menudo,Muy a menudo,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Nunca,A menudo,Muy a menudo,De vez en cuando,A menudo,3,4,4,2,2,2,2,3,2,4,3,4,2,3,0,0,40
bbb7blvy7n,Muy a menudo,Muy a menudo,Muy a menudo,De vez en cuando,Casi nunca,De vez en cuando,Casi nunca,Casi nunca,De vez en cuando,Casi nunca,A menudo,Muy a menudo,Casi nunca,A menudo,4,4,4,2,3,2,3,1,2,3,3,4,3,3,0,0,41
bbg642lt7n,De vez en cuando,A menudo,De vez en cuando,Muy a menudo,A menudo,Casi nunca,A menudo,Casi nunca,De vez en cuando,Nunca,Muy a menudo,Muy a menudo,A menudo,Casi nunca,2,3,2,0,1,3,1,1,2,4,4,4,1,1,0,0,29
bdqz4o49f5,A menudo,De vez en cuando,A menudo,Muy a menudo,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,A menudo,Nunca,Casi nunca,De vez en cuando,Casi nunca,Casi nunca,3,2,3,0,0,1,0,4,1,4,1,2,3,1,0,0,25
bdyx9509mj,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,Muy a menudo,A menudo,Casi nunca,3,3,3,2,2,2,1,2,2,2,3,4,1,1,0,0,31
bk36nuv0wt,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,Casi nunca,Casi nunca,Muy a menudo,De vez en cuando,Casi nunca,3,2,2,1,1,2,1,2,1,3,1,4,2,1,0,0,26
bl23a37lc5,De vez en cuando,Casi nunca,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,2,1,3,1,2,1,2,3,1,2,3,3,1,2,0,0,27
blsfhggtdy,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,Casi nunca,Casi nunca,Casi nunca,De vez en cuando,1,2,3,1,1,1,1,2,1,1,1,1,3,2,0,0,21
bqt4a3fr76,De vez en cuando,Casi nunca,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,A menudo,De vez en cuando,Casi nunca,A menudo,Muy a menudo,De vez en cuando,A menudo,2,1,3,2,2,2,3,3,2,3,3,4,2,3,0,0,35
bxrn095nmg,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Casi nunca,A menudo,A menudo,De vez en cuando,Muy a menudo,De vez en cuando,Casi nunca,2,2,3,2,2,1,2,1,1,1,2,4,2,1,0,0,26
bygj9se2vr,A menudo,Casi nunca,A menudo,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,Casi nunca,A menudo,A menudo,A menudo,A menudo,De vez en cuando,Casi nunca,3,1,3,2,2,3,2,1,1,1,3,3,2,1,0,0,28
c1q76x34l3,Casi nunca,Casi nunca,Casi nunca,A menudo,De vez en cuando,A menudo,A menudo,Casi nunca,A menudo,De vez en cuando,Casi nunca,De vez en cuando,A menudo,Casi nunca,1,1,1,1,2,1,1,1,1,2,1,2,1,1,0,0,17
c4ht5lrajg,Muy a menudo,A menudo,Muy a menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,Muy a menudo,De vez en cuando,A menudo,4,3,4,1,1,2,1,2,1,2,3,4,2,3,0,0,33
c5r7segqpk,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,Nunca,A menudo,Muy a menudo,Casi nunca,A menudo,3,3,2,1,2,2,3,2,2,4,3,4,3,3,0,0,37
c8f3xbppht,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,2,2,2,2,2,2,2,2,2,2,2,3,2,2,0,0,29
c8g9jszal0,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,Muy a menudo,A menudo,Casi nunca,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Nunca,2,2,3,1,1,0,1,1,1,2,2,2,2,0,0,0,20
c8hu5bsh4e,Casi nunca,Casi nunca,De vez en cuando,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,1,1,2,1,3,1,1,1,1,2,2,2,2,1,0,0,21
cfkly9zxv2,Casi nunca,Nunca,A menudo,A menudo,Muy a menudo,Muy a menudo,A menudo,Casi nunca,Muy a menudo,A menudo,Casi nunca,A menudo,Casi nunca,Casi nunca,1,0,3,1,0,0,1,1,0,1,1,3,3,1,0,0,16
cg1eldphlr,Muy a menudo,A menudo,Muy a menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,A menudo,Casi nunca,A menudo,Muy a menudo,Casi nunca,A menudo,4,3,4,2,1,1,2,3,1,3,3,4,3,3,0,0,37
cj5ejfvtb3,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,Muy a menudo,Muy a menudo,Casi nunca,Casi nunca,Muy a menudo,Casi nunca,A menudo,2,2,2,1,2,1,2,4,0,3,1,4,3,3,0,0,30
cjjbo78l0u,A menudo,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,Casi nunca,De vez en cuando,A menudo,De vez en cuando,Casi nunca,Casi nunca,De vez en cuando,Casi nunca,A menudo,3,2,2,3,3,3,2,3,2,3,1,2,3,3,0,0,35
cn589l7pn4,Casi nunca,Casi nunca,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,Casi nunca,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,Casi nunca,1,1,2,1,1,2,2,1,1,2,2,2,1,1,0,0,20
cr0j272mz4,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,Muy a menudo,3,4,4,0,0,2,2,2,3,3,2,2,2,4,0,0,33
cu389mbfxe,Nunca,Casi nunca,Casi nunca,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Nunca,Muy a menudo,Muy a menudo,Casi nunca,A menudo,A menudo,Nunca,0,1,1,0,0,0,0,0,0,0,1,3,1,0,0,0,7
cv962bvx5t,A menudo,Casi nunca,Casi nunca,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,De vez en cuando,Muy a menudo,Muy a menudo,Casi nunca,De vez en cuando,Muy a menudo,Casi nunca,3,1,1,1,0,0,0,2,0,0,1,2,0,1,0,0,12
d1wdaer3c5,Casi nunca,Casi nunca,A menudo,A menudo,A menudo,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,De vez en cuando,De vez en cuando,Casi nunca,1,1,3,1,1,1,1,1,1,1,1,2,2,1,0,0,18
d24o1c3w7n,A menudo,Casi nunca,Muy a menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,3,1,4,1,1,0,0,4,0,0,2,3,1,2,0,0,22
d2s2l3na16,Casi nunca,Nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,Muy a menudo,Casi nunca,De vez en cuando,A menudo,Casi nunca,1,0,2,1,1,1,1,2,1,0,1,2,1,1,0,0,15
d5w1gpjg45,A menudo,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,Muy a menudo,Muy a menudo,A menudo,A menudo,3,3,4,2,2,2,2,3,1,2,4,4,1,3,0,0,36
d91h22qysr,Nunca,Nunca,De vez en cuando,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Casi nunca,Muy a menudo,A menudo,Casi nunca,De vez en cuando,A menudo,Nunca,0,0,2,0,0,0,0,1,0,1,1,2,1,0,0,0,8
da1u0gy74y,Casi nunca,Nunca,Casi nunca,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Nunca,Muy a menudo,A menudo,Casi nunca,Muy a menudo,Muy a menudo,Nunca,1,0,1,0,0,0,1,0,0,1,1,4,0,0,0,0,9
dc51vr8zat,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,2,2,3,2,1,2,2,2,1,2,2,2,1,2,0,0,26
dcldsab5fd,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,Casi nunca,2,2,2,1,1,1,0,2,1,2,2,3,1,1,0,0,21
ddaztuhj5z,Casi nunca,Nunca,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,Casi nunca,Casi nunca,Nunca,Casi nunca,1,0,2,2,2,1,0,2,1,2,1,1,4,1,0,0,20
ddc8f21j3k,A menudo,A menudo,A menudo,Casi nunca,Casi nunca,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,Muy a menudo,A menudo,De vez en cuando,3,3,3,3,3,2,3,2,2,3,2,4,1,2,0,0,36
dezmr6fn3c,Casi nunca,De vez en cuando,A menudo,A menudo,De vez en cuando,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,Casi nunca,A menudo,A menudo,Casi nunca,A menudo,1,2,3,1,2,0,2,3,2,3,3,3,3,3,0,0,31
dfdftb1qqa,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,3,3,3,2,2,2,2,3,2,2,2,3,2,3,0,0,34
dfy45dn269,De vez en cuando,Casi nunca,Muy a menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,Muy a menudo,A menudo,Nunca,Casi nunca,A menudo,De vez en cuando,De vez en cuando,2,1,4,1,1,2,2,4,1,4,1,3,2,2,0,0,30
do5s3zc8zc,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Casi nunca,A menudo,Muy a menudo,Muy a menudo,A menudo,3,3,3,2,2,2,2,3,2,3,3,4,0,3,0,0,35
dr9o0bvodp,De vez en cuando,De vez en cuando,Muy a menudo,De vez en cuando,De vez en cuando,Muy a menudo,A menudo,De vez en cuando,A menudo,Nunca,Nunca,Muy a menudo,A menudo,De vez en cuando,2,2,4,2,2,0,1,2,1,4,0,4,1,2,0,0,27
drjbxfnocl,Casi nunca,Casi nunca,A menudo,De vez en cuando,A menudo,A menudo,A menudo,A menudo,A menudo,Casi nunca,Casi nunca,Muy a menudo,A menudo,Nunca,1,1,3,2,1,1,1,3,1,3,1,4,1,0,0,0,23
dtz8zvtz46,A menudo,De vez en cuando,Muy a menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,3,2,4,1,2,2,2,2,2,3,1,2,2,2,0,0,30
duzqp3a9ce,Casi nunca,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,Muy a menudo,A menudo,A menudo,A menudo,De vez en cuando,Muy a menudo,A menudo,Casi nunca,1,1,2,1,1,1,0,3,1,1,2,4,1,1,0,0,20
dxl2qu337x,A menudo,De vez en cuando,Muy a menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,3,2,4,2,1,1,2,2,1,2,3,2,2,2,0,0,29
dxyz7l2sm1,Casi nunca,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,Casi nunca,Casi nunca,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,1,1,2,1,1,1,2,1,3,2,2,3,2,2,0,0,24
dyr18o9tsw,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,Casi nunca,A menudo,Casi nunca,3,3,3,1,1,1,2,2,2,3,1,1,1,1,0,0,25
dzm6b2xp00,Casi nunca,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,A menudo,Casi nunca,Casi nunca,Nunca,Casi nunca,A menudo,Casi nunca,Casi nunca,1,2,2,1,1,1,1,1,3,4,1,3,3,1,0,0,25
e55neqglsc,Casi nunca,Nunca,Muy a menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,Casi nunca,Muy a menudo,A menudo,Nunca,1,0,4,1,1,1,1,2,1,1,1,4,1,0,0,0,19
e64tas80wc,De vez en cuando,A menudo,Muy a menudo,Casi nunca,De vez en cuando,A menudo,De vez en cuando,Muy a menudo,De vez en cuando,Casi nunca,Muy a menudo,Muy a menudo,Casi nunca,A menudo,2,3,4,3,2,1,2,4,2,3,4,4,3,3,0,0,40
e7v5humdxt,Nunca,Nunca,Casi nunca,Muy a menudo,A menudo,Muy a menudo,A menudo,De vez en cuando,A menudo,A menudo,Casi nunca,De vez en cuando,A menudo,Casi nunca,0,0,1,0,1,0,1,2,1,1,1,2,1,1,0,0,12
e9g17x0rda,A menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,Casi nunca,De vez en cuando,De vez en cuando,A menudo,Casi nunca,A menudo,Muy a menudo,A menudo,Muy a menudo,3,4,4,1,1,3,2,2,1,3,3,4,1,4,0,0,36
edah4wd5e0,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,Muy a menudo,De vez en cuando,Muy a menudo,Casi nunca,De vez en cuando,Casi nunca,Muy a menudo,Muy a menudo,A menudo,Nunca,4,2,3,2,0,2,0,1,2,3,4,4,1,0,0,0,28
efxsnhgqke,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,4,2,3,2,1,2,1,2,1,2,2,2,2,2,0,0,28
egpkkkowxr,A menudo,Muy a menudo,A menudo,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,A menudo,De vez en cuando,Casi nunca,A menudo,A menudo,De vez en cuando,A menudo,3,4,3,2,2,3,3,3,2,3,3,3,2,3,0,0,39
ekcbq410f5,A menudo,A menudo,Muy a menudo,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,3,3,4,1,1,1,2,2,2,2,3,3,2,2,0,0,31
ekkt4jpyh2,Muy a menudo,Nunca,Casi nunca,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Nunca,Muy a menudo,Muy a menudo,Casi nunca,Casi nunca,Muy a menudo,Nunca,4,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,8
ekwrvg5dlk,A menudo,Nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,Casi nunca,A menudo,A menudo,De vez en cuando,3,0,2,1,1,1,1,2,1,2,1,3,1,2,0,0,21
