id,AIM_01_RAW,AIM_02_RAW,AIM_03_RAW,AIM_04_RAW,AIM_05_RAW,AIM_06_RAW,AIM_07_RAW,AIM_08_RAW,AIM_09_RAW,AIM_10_RAW,AIM_01_DIR,AIM_02_DIR,AIM_03_DIR,AIM_04_DIR,AIM_05_DIR,AIM_06_DIR,AIM_07_DIR,AIM_08_DIR,AIM_09_DIR,AIM_10_DIR,AIM_RAW_NA,AIM_DIR_NA,AIM_TramoIngreso_DIRd,AIM_DIRt
ly9bxj6cdt,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",3,NA,NA,2.371.000 – 4.135.000,NA,NA,NA,NA,9,8,3,NA,NA,6,NA,NA,NA,NA,6,6,6,c1a
lyxjz8zf1d,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",5,NA,NA,NA,NA,1.944.000 – 3.389.000,NA,NA,10,8,5,NA,NA,NA,NA,5,NA,NA,6,6,5,c1a
lzkddv9ygz,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,9,8,2,NA,7,NA,NA,NA,NA,NA,6,6,7,ab
m0l112jluu,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",4,NA,NA,NA,2.900.000 – 5.057.000,NA,NA,NA,9,8,4,NA,NA,NA,6,NA,NA,NA,6,6,6,c1a
m2rwlv1o7r,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",4,NA,NA,NA,547 mil – 953 mil,NA,NA,NA,7,8,4,NA,NA,NA,3,NA,NA,NA,6,6,3,c2
m3nvb0mdk2,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",2,NA,1.024.000 – 1.785.000,NA,NA,NA,NA,NA,9,10,2,NA,5,NA,NA,NA,NA,NA,6,6,5,c1b
m3t362fswf,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",2,NA,1.786.000 – 3.113.000,NA,NA,NA,NA,NA,10,8,2,NA,6,NA,NA,NA,NA,NA,6,6,6,c1a
m5sf2qf1vp,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Agricultores y trabajadores calificados agropecuarios y pesqueros.,3,NA,NA,780 mil – 1.359.000,NA,NA,NA,NA,9,4,3,NA,NA,4,NA,NA,NA,NA,6,6,4,c2
m80x4dsr8z,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",4,NA,NA,NA,Más de 5.057.000,NA,NA,NA,9,9,4,NA,NA,NA,7,NA,NA,NA,6,6,7,ab
m8aj1q7u7z,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Trabajadores de los servicios y vendedores de comercio y mercados.,1,NS/NR,NA,NA,NA,NA,NA,NA,9,3,1,99,NA,NA,NA,NA,NA,NA,6,6,99,NA
mdqed1fdwk,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,10,8,2,NA,7,NA,NA,NA,NA,NA,6,6,7,ab
meban1falw,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Empleados de oficina públicos y privados.,2,NA,1.786.000 – 3.113.000,NA,NA,NA,NA,NA,9,6,2,NA,6,NA,NA,NA,NA,NA,6,6,6,c1b
mg6sctr2dz,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",1,631 mil – 1.099.000,NA,NA,NA,NA,NA,NA,10,8,1,5,NA,NA,NA,NA,NA,NA,6,6,5,c1a
mh5lcu5d2w,Universitaria incompleta (carreras de 4 o más años).,Técnicos y profesionales de nivel medio (incluye hasta suboficiales FFAA y Carabineros).,2,NA,1.786.000 – 3.113.000,NA,NA,NA,NA,NA,8,7,2,NA,6,NA,NA,NA,NA,NA,6,6,6,c1b
mhc9yg2psp,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",5,NA,NA,NA,NA,Más de 5.912.000,NA,NA,10,9,5,NA,NA,NA,NA,7,NA,NA,6,6,7,ab
mhqqyow3sc,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",3,NA,NA,Más de 4.135.000,NA,NA,NA,NA,9,9,3,NA,NA,7,NA,NA,NA,NA,6,6,7,ab
mhzb4pp3nu,"Postgrado (postítulo, master, magíster, doctor).","Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",5,NA,NA,NA,NA,NS/NR,NA,NA,10,10,5,NA,NA,NA,NA,99,NA,NA,6,6,99,NA
mjw4v5xpq3,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Empleados de oficina públicos y privados.,4,NA,NA,NA,954 mil – 1.662.000,NA,NA,NA,9,6,4,NA,NA,NA,4,NA,NA,NA,6,6,4,c2
mklnzbczej,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",6,NA,NA,NA,NA,NA,Más de 6.717.000,NA,7,9,6,NA,NA,NA,NA,NA,7,NA,6,6,7,c1a
mlxr5d1d2y,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",2,NA,1.786.000 – 3.113.000,NA,NA,NA,NA,NA,10,8,2,NA,6,NA,NA,NA,NA,NA,6,6,6,c1a
mmlgc56fpd,"Postgrado (postítulo, master, magíster, doctor).",Empleados de oficina públicos y privados.,1,Más de 1.916.000,NA,NA,NA,NA,NA,NA,10,6,1,7,NA,NA,NA,NA,NA,NA,6,6,7,c1a
mnenahu3bb,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",5,NA,NA,NA,NA,Más de 5.912.000,NA,NA,10,9,5,NA,NA,NA,NA,7,NA,NA,6,6,7,ab
mnop0qhmnb,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",3,NA,NA,2.371.000 – 4.135.000,NA,NA,NA,NA,9,9,3,NA,NA,6,NA,NA,NA,NA,6,6,6,c1a
mpw7pg3rjp,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",4,NA,NA,NA,954 mil – 1.662.000,NA,NA,NA,9,8,4,NA,NA,NA,4,NA,NA,NA,6,6,4,c1b
mpyxopo3fs,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,9,8,2,NA,7,NA,NA,NA,NA,NA,6,6,7,ab
mr175jw51m,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",3,NA,NA,2.371.000 – 4.135.000,NA,NA,NA,NA,10,8,3,NA,NA,6,NA,NA,NA,NA,6,6,6,c1a
mr3jc4fv92,Universitaria incompleta (carreras de 4 o más años).,Trabajadores de los servicios y vendedores de comercio y mercados.,3,NA,NA,780 mil – 1.359.000,NA,NA,NA,NA,8,3,3,NA,NA,4,NA,NA,NA,NA,6,6,4,c2
mur2ekfn27,Instituto técnico (CFT) o instituto profesional incompleto (carreras de 1 a 3 años).,Trabajadores de los servicios y vendedores de comercio y mercados.,6,NA,NA,NA,NA,NA,1.266.000 mil – 2.207.000,NA,6,3,6,NA,NA,NA,NA,NA,4,NA,6,6,4,c2
mw2agk46s6,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",3,NA,NA,780 mil – 1.359.000,NA,NA,NA,NA,9,8,3,NA,NA,4,NA,NA,NA,NA,6,6,4,c1b
mxszqdfg90,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,Trabajadores de los servicios y vendedores de comercio y mercados.,1,362 mil – 630 mil,NA,NA,NA,NA,NA,NA,7,3,1,4,NA,NA,NA,NA,NA,NA,6,6,4,c2
n0s6km3dmv,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",1,631 mil – 1.099.000,NA,NA,NA,NA,NA,NA,9,8,1,5,NA,NA,NA,NA,NA,NA,6,6,5,c1a
n1wflyf6fy,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",4,NA,NA,NA,1.663.000 – 2.899.000,NA,NA,NA,9,9,4,NA,NA,NA,5,NA,NA,NA,6,6,5,c1a
n39d5quo08,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,1.024.000 – 1.785.000,NA,NA,NA,NA,NA,9,8,2,NA,5,NA,NA,NA,NA,NA,6,6,5,c1a
n44bvj1cuw,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",2,NA,1.786.000 – 3.113.000,NA,NA,NA,NA,NA,10,8,2,NA,6,NA,NA,NA,NA,NA,6,6,6,c1a
n4magox9t5,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",5,NA,NA,NA,NA,NS/NR,NA,NA,10,9,5,NA,NA,NA,NA,99,NA,NA,6,6,99,NA
n8dyyeo9kq,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",3,NA,NA,2.371.000 – 4.135.000,NA,NA,NA,NA,9,8,3,NA,NA,6,NA,NA,NA,NA,6,6,6,c1a
n9bu8pu6vr,Media científico humanista o media técnico profesional completa; humanidades completas.,Trabajadores de los servicios y vendedores de comercio y mercados.,6,NA,NA,NA,NA,NA,3.851.000 – 6.717.000,NA,5,3,6,NA,NA,NA,NA,NA,6,NA,6,6,6,c2
ndrc3vk9xg,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",2,NA,1.024.000 – 1.785.000,NA,NA,NA,NA,NA,10,8,2,NA,5,NA,NA,NA,NA,NA,6,6,5,c1a
ngvv3bmtvu,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,1.024.000 – 1.785.000,NA,NA,NA,NA,NA,9,8,2,NA,5,NA,NA,NA,NA,NA,6,6,5,c1a
nhkg5hcu0d,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,10,8,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c1a
nlg5kmqtj8,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",6,NA,NA,NA,NA,NA,Más de 6.717.000,NA,10,8,6,NA,NA,NA,NA,NA,7,NA,6,6,7,ab
nmj6tdn5vm,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",4,NA,NA,NA,2.900.000 – 5.057.000,NA,NA,NA,9,8,4,NA,NA,NA,6,NA,NA,NA,6,6,6,c1a
nof7q5pmem,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",4,NA,NA,NA,2.900.000 – 5.057.000,NA,NA,NA,10,8,4,NA,NA,NA,6,NA,NA,NA,6,6,6,c1a
nqlwg64fjr,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",3,NA,NA,1.360.000 – 2.370.000,NA,NA,NA,NA,9,8,3,NA,NA,5,NA,NA,NA,NA,6,6,5,c1a
nqtb2q6wuf,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",5,NA,NA,NA,NA,1.944.000 – 3.389.000,NA,NA,10,8,5,NA,NA,NA,NA,5,NA,NA,6,6,5,c1a
nt4t64c5uv,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",4,NA,NA,NA,1.663.000 – 2.899.000,NA,NA,NA,10,8,4,NA,NA,NA,5,NA,NA,NA,6,6,5,c1a
nurgsbbnrs,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",5,NA,NA,NA,NA,367 mil – 638 mil,NA,NA,9,8,5,NA,NA,NA,NA,2,NA,NA,6,6,2,c3
nwfhqlao59,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",1,Más de 1.916.000,NA,NA,NA,NA,NA,NA,10,8,1,7,NA,NA,NA,NA,NA,NA,6,6,7,ab
nx2slsz5aw,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",3,NA,NA,2.371.000 – 4.135.000,NA,NA,NA,NA,9,8,3,NA,NA,6,NA,NA,NA,NA,6,6,6,c1a
nxua3b6twm,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",3,NA,NA,2.371.000 – 4.135.000,NA,NA,NA,NA,9,8,3,NA,NA,6,NA,NA,NA,NA,6,6,6,c1a
o1b3p1y713,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,9,9,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c1a
o1xz6y2e60,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",4,NA,NA,NA,NS/NR,NA,NA,NA,10,9,4,NA,NA,NA,99,NA,NA,NA,6,6,99,NA
o4l82t8gwv,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",4,NA,NA,NA,Más de 5.057.000,NA,NA,NA,10,9,4,NA,NA,NA,7,NA,NA,NA,6,6,7,ab
o6oggeupn3,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",4,NA,NA,NA,2.900.000 – 5.057.000,NA,NA,NA,9,9,4,NA,NA,NA,6,NA,NA,NA,6,6,6,c1a
o7468ua00b,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,9,8,2,NA,7,NA,NA,NA,NA,NA,6,6,7,ab
o7pave8pbt,Media científico humanista o media técnico profesional completa; humanidades completas.,"Obreros, operarios y artesanos de artes mecánicas y de otros oficios.",5,NA,NA,NA,NA,1.115.000 mil – 1.943.000,NA,NA,5,2,5,NA,NA,NA,NA,4,NA,NA,6,6,4,c3
o9zq3vjjf2,"Postgrado (postítulo, master, magíster, doctor).",Empleados de oficina públicos y privados.,1,Más de 1.916.000,NA,NA,NA,NA,NA,NA,10,6,1,7,NA,NA,NA,NA,NA,NA,6,6,7,c1a
oc5qjk883o,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",5,NA,NA,NA,NA,Más de 5.912.000,NA,NA,10,9,5,NA,NA,NA,NA,7,NA,NA,6,6,7,ab
od6ez66mns,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,Trabajadores de los servicios y vendedores de comercio y mercados.,3,NA,NA,2.371.000 – 4.135.000,NA,NA,NA,NA,7,3,3,NA,NA,6,NA,NA,NA,NA,6,6,6,c1b
odkg94goc9,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,587 mil – 1.023.000,NA,NA,NA,NA,NA,9,8,2,NA,4,NA,NA,NA,NA,NA,6,6,4,c1b
oeyhopaj75,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",4,NA,NA,NA,Más de 5.057.000,NA,NA,NA,10,8,4,NA,NA,NA,7,NA,NA,NA,6,6,7,ab
of2z3m0trq,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",5,NA,NA,NA,NA,Más de 5.912.000,NA,NA,10,9,5,NA,NA,NA,NA,7,NA,NA,6,6,7,ab
oflr6gjy7l,Instituto técnico (CFT) o instituto profesional incompleto (carreras de 1 a 3 años).,Trabajadores de los servicios y vendedores de comercio y mercados.,4,NA,NA,NA,Más de 5.057.000,NA,NA,NA,6,3,4,NA,NA,NA,7,NA,NA,NA,6,6,7,c1b
ogcv9b59qw,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",5,NA,NA,NA,NA,Más de 5.912.000,NA,NA,9,8,5,NA,NA,NA,NA,7,NA,NA,6,6,7,ab
ogmj7nt418,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",4,NA,NA,NA,547 mil – 953 mil,NA,NA,NA,9,10,4,NA,NA,NA,3,NA,NA,NA,6,6,3,c3
ogmsnzf5e5,Media científico humanista o media técnico profesional completa; humanidades completas.,Trabajadores de los servicios y vendedores de comercio y mercados.,4,NA,NA,NA,Menos de 314 mil,NA,NA,NA,5,3,4,NA,NA,NA,1,NA,NA,NA,6,6,1,e
optntelnb5,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,Empleados de oficina públicos y privados.,2,NA,1.786.000 – 3.113.000,NA,NA,NA,NA,NA,7,6,2,NA,6,NA,NA,NA,NA,NA,6,6,6,c1b
oq63tqez88,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",1,1.100.000 – 1.916.000,NA,NA,NA,NA,NA,NA,10,9,1,6,NA,NA,NA,NA,NA,NA,6,6,6,c1a
orowpd2yl1,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",4,NA,NA,NA,1.663.000 – 2.899.000,NA,NA,NA,9,8,4,NA,NA,NA,5,NA,NA,NA,6,6,5,c1a
otb1zejyn3,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",3,NA,NA,1.360.000 – 2.370.000,NA,NA,NA,NA,10,9,3,NA,NA,5,NA,NA,NA,NA,6,6,5,c1a
otcyq39fbn,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,1.024.000 – 1.785.000,NA,NA,NA,NA,NA,9,8,2,NA,5,NA,NA,NA,NA,NA,6,6,5,c1a
otgykgucjf,Universitaria incompleta (carreras de 4 o más años).,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,8,9,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c1a
oupg9g46b3,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,9,9,2,NA,7,NA,NA,NA,NA,NA,6,6,7,ab
owunzht4ma,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",3,NA,NA,Más de 4.135.000,NA,NA,NA,NA,10,8,3,NA,NA,7,NA,NA,NA,NA,6,6,7,ab
oytuzc7jun,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,10,8,2,NA,7,NA,NA,NA,NA,NA,6,6,7,ab
oyxpy1zsk4,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Técnicos y profesionales de nivel medio (incluye hasta suboficiales FFAA y Carabineros).,2,NA,587 mil – 1.023.000,NA,NA,NA,NA,NA,9,7,2,NA,4,NA,NA,NA,NA,NA,6,6,4,c2
ozu3042edl,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",3,NA,NA,2.371.000 – 4.135.000,NA,NA,NA,NA,10,9,3,NA,NA,6,NA,NA,NA,NA,6,6,6,c1a
ozwlc7lj7j,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",6,NA,NA,NA,NA,NA,NS/NR,NA,9,9,6,NA,NA,NA,NA,NA,99,NA,6,6,99,NA
p0j77kykc6,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,10,9,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c1a
p0ntox2kfz,Media científico humanista o media técnico profesional completa; humanidades completas.,"Trabajadores no calificados en ventas y servicios, peones agropecuarios, forestales, construcción, etc.",3,NA,NA,447 mil – 779 mil,NA,NA,NA,NA,5,1,3,NA,NA,3,NA,NA,NA,NA,6,6,3,d
p34w1g4j4m,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,10,8,2,NA,7,NA,NA,NA,NA,NA,6,6,7,ab
p4d9rzst36,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",1,Más de 1.916.000,NA,NA,NA,NA,NA,NA,9,8,1,7,NA,NA,NA,NA,NA,NA,6,6,7,ab
p7pupmpudy,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",9,NA,NA,NA,NA,NA,NA,Más de 7.482.000,10,9,7,NA,NA,NA,NA,NA,NA,7,6,6,7,ab
pdqpf05nec,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",1,1.100.000 – 1.916.000,NA,NA,NA,NA,NA,NA,9,9,1,6,NA,NA,NA,NA,NA,NA,6,6,6,c1a
phzlh4gty2,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Empleados de oficina públicos y privados.,4,NA,NA,NA,1.663.000 – 2.899.000,NA,NA,NA,9,6,4,NA,NA,NA,5,NA,NA,NA,6,6,5,c1b
pjvz78owdw,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Técnicos y profesionales de nivel medio (incluye hasta suboficiales FFAA y Carabineros).,3,NA,NA,2.371.000 – 4.135.000,NA,NA,NA,NA,9,7,3,NA,NA,6,NA,NA,NA,NA,6,6,6,c1a
pkbe11rjog,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,10,9,2,NA,7,NA,NA,NA,NA,NA,6,6,7,ab
plyx38nxw7,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",2,NA,1.024.000 – 1.785.000,NA,NA,NA,NA,NA,10,8,2,NA,5,NA,NA,NA,NA,NA,6,6,5,c1a
pmo8u4alc4,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",1,631 mil – 1.099.000,NA,NA,NA,NA,NA,NA,10,8,1,5,NA,NA,NA,NA,NA,NA,6,6,5,c1a
pmpffxm0sc,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,1.024.000 – 1.785.000,NA,NA,NA,NA,NA,9,8,2,NA,5,NA,NA,NA,NA,NA,6,6,5,c1a
